Last Name,First Name,Position,Dev Trait,Overall Rating,Speed,Acceleration,Strength,Agility,Awareness,Catching,Carrying,Throw Power,Throw Accuracy,Kick Power,Kick Accuracy,Run Block,Pass Block,Tackle,Jumping,Kick Return,Injury,Stamina,Toughness,Trucking,Elusiveness,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Impact Blocking,Run Block Strength,Run Block Footwork,Pass Block Strength,Pass Block Footwork,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Spectacular Catch,Catch In Traffic,Route Running,Hit Power,Press,Release,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Play Action,Throw on the Run,Height,Weight,Age,Birthdate,Years Pro,College,Total Salary,Signing Bonus,Handedness,portraitId
Berry,Jordan,P,-,78,74,76,55,59,64,32,35,40,38,91,83,33,33,27,56,10,88,90,55,10,21,10,15,15,12,33,35,33,33,33,12,12,25,35,27,13,12,12,10,10,19,10,12,25,25,20,16,18,77,195,26,3/18/91,2,E. Kentucky,1575000,0,Right,7658
Burns,Artie,CB,-,78,91,92,61,88,73,63,60,27,26,18,17,44,43,58,87,56,87,90,73,28,65,64,29,69,74,45,43,44,43,44,35,41,42,70,73,81,81,52,45,26,53,73,27,6,6,6,6,6,72,197,22,5/1/95,1,Miami,9590000,5170000,Right,7924
James,Jesse,TE,-,78,83,85,78,72,75,81,74,20,22,22,20,74,60,40,87,10,92,91,65,69,52,79,62,63,57,64,60,62,62,64,20,20,40,20,15,12,15,76,78,66,15,10,73,15,10,6,6,10,79,261,23,6/4/94,2,Penn State,2000000,360000,Right,7184
Rogers,Eli,WR,-,76,88,90,62,92,78,88,72,35,27,24,22,64,31,27,84,75,88,92,72,42,83,77,41,77,84,43,25,29,25,26,10,10,40,35,20,13,25,83,79,81,12,18,65,33,28,15,20,24,70,187,24,12/23/92,2,Louisville,1580000,0,Right,8411
Coates,Sammie,WR,-,75,91,91,75,86,69,77,75,42,35,20,20,60,45,40,93,79,88,89,85,74,69,79,79,76,78,62,65,62,58,50,10,10,45,35,25,20,25,84,87,68,12,15,88,24,22,20,22,19,73,212,24,3/31/93,2,Auburn,2400000,600000,Right,7051
Dupree,Bud,LOLB,QUICK,75,87,89,72,82,71,60,50,33,32,25,20,45,45,82,93,10,89,83,84,40,30,39,37,45,45,79,45,45,45,45,80,68,71,80,71,56,71,35,25,15,88,56,30,6,6,6,6,6,76,269,24,2/12/93,2,Kentucky,9222000,4900000,Right,7095
Davis,Sean,SS,-,74,90,91,75,87,73,70,74,27,26,18,17,29,20,66,87,56,90,90,85,40,65,64,29,62,73,62,43,44,43,44,30,37,48,75,73,67,73,48,46,26,85,63,27,15,10,10,15,15,73,202,23,10/23/93,1,Maryland,4086000,1100000,Right,7968
Moats,Arthur,LOLB,-,74,82,88,68,74,79,42,55,15,18,27,24,45,45,76,84,10,88,85,75,30,32,15,30,10,51,80,45,45,45,45,77,70,67,76,79,54,67,20,20,15,80,50,25,6,6,6,6,6,72,246,29,3/14/88,7,J. Madison,7500000,1900000,Right,2142
Watt,T.J.,ROLB,-,74,83,88,76,84,61,57,53,25,25,23,17,45,45,86,88,6,86,83,88,52,38,49,42,37,46,66,45,45,45,45,72,80,74,85,61,64,68,46,42,24,85,43,22,6,6,6,6,6,76,252,22,10/11/94,0,Wisconsin,9295000,4900000,Right,8770
Williams,Vince,MLB,-,74,80,83,73,75,73,51,60,29,19,25,21,45,45,86,79,10,81,87,85,35,25,40,50,49,52,81,45,45,45,45,79,63,81,83,73,56,67,20,25,15,88,62,25,6,6,6,6,6,73,233,27,12/27/89,4,Florida State,4675000,1500000,Right,6890
Alualu,Tyson,LE,SLOW,73,74,84,86,66,81,28,35,27,16,33,30,45,45,82,75,10,95,75,80,19,14,10,10,10,10,85,45,45,45,45,77,50,76,79,81,19,66,12,10,10,84,10,12,6,6,6,6,6,75,304,30,5/12/87,7,California,4250000,1750000,Right,280
Finney,B.J.,LG,-,73,64,74,84,52,70,35,40,26,24,22,22,76,82,35,73,10,92,84,83,24,11,10,10,10,10,82,72,76,76,82,10,10,10,30,10,12,12,12,10,10,12,10,12,6,6,6,6,6,76,318,25,10/26/91,2,Kansas State,545000,0,Right,7114
Hargrave,Javon,DT,-,73,75,85,85,77,69,28,30,23,21,17,17,31,21,79,82,9,89,84,88,29,15,18,25,17,16,82,46,45,44,45,69,79,70,78,69,18,26,16,14,13,80,13,15,6,6,6,6,6,74,305,24,2/7/93,1,S.C. State,3240000,690000,Right,8035
Smith-Schuster,JuJu,WR,-,73,88,91,73,88,68,85,76,34,22,24,17,61,46,34,83,77,90,94,95,64,74,82,84,71,76,61,63,56,49,45,10,10,28,40,15,19,18,84,86,69,29,15,67,24,18,14,18,28,73,215,20,11/22/96,0,USC,4204000,1190000,Right,8729
Dobbs,Joshua,QB,-,72,84,88,77,85,66,56,56,91,77,20,15,25,24,33,80,15,84,96,83,77,77,85,67,77,86,36,25,25,25,25,10,10,27,34,18,18,25,47,42,30,39,15,28,80,76,74,79,79,75,216,22,1/26/95,0,Tennessee,2912000,550000,Right,8533
Heyward-Bey,Darrius,WR,SLOW,72,91,93,65,85,81,79,72,31,23,25,17,32,18,30,92,55,86,85,85,69,76,78,65,80,80,45,42,38,30,30,10,10,40,40,18,15,25,77,68,64,15,15,75,15,10,6,6,10,74,210,30,2/26/87,8,Maryland,2200000,400000,Right,1493
Conner,James,HB,-,71,85,88,82,79,67,66,90,23,41,18,16,55,65,33,72,55,88,84,86,84,67,80,88,62,73,54,52,51,61,58,19,12,28,35,17,10,15,53,56,64,37,15,46,18,14,10,10,20,73,233,22,5/5/95,0,Pittsburgh,3181000,700000,Right,8515
Davis,Knile,HB,SLOW,71,92,93,79,86,61,64,77,42,35,25,25,45,55,39,83,87,75,87,78,83,68,80,77,70,80,54,54,49,58,53,10,10,29,45,20,12,15,68,70,52,25,15,64,39,35,20,20,35,71,227,25,10/5/91,4,Arkansas,775000,0,Right,5763
Golson,Senquez,CB,-,71,90,91,69,94,64,74,64,45,45,20,22,30,29,43,83,68,81,90,78,29,74,72,23,74,80,45,31,29,28,32,20,24,34,64,64,75,82,81,64,31,42,66,37,25,20,15,6,25,69,176,24,7/3/93,2,Ole Miss,3600000,1600000,Right,7137
Hubbard,Chris,RT,-,71,71,84,77,68,68,40,45,30,30,25,25,72,84,34,69,10,91,82,72,20,12,10,30,10,10,73,70,75,78,84,10,10,20,25,15,12,15,15,15,15,20,10,15,6,6,6,6,6,76,295,26,4/23/91,4,UAB,1797000,0,Right,6896
Hunter,Justin,WR,SLOW,71,90,91,62,91,66,76,71,38,34,19,17,47,45,35,94,50,84,88,68,48,74,75,45,77,81,50,51,49,45,42,10,10,42,37,27,10,21,84,75,72,12,10,79,15,10,6,6,10,76,203,26,5/20/91,4,Tennessee,775000,80000,Right,5883
Sensabaugh,Coty,CB,-,71,90,91,52,92,70,49,65,17,17,15,22,45,45,41,89,44,95,92,66,25,71,60,22,73,75,46,45,45,45,45,35,48,55,73,70,74,76,35,33,20,42,65,15,6,6,6,6,6,71,187,28,11/15/88,5,Clemson,2175000,420000,Right,5470
Dangerfield,Jordan,FS,-,70,86,92,59,89,60,59,55,29,22,15,15,45,35,69,93,41,87,87,80,39,64,60,42,68,71,55,45,45,45,45,40,41,56,77,60,73,79,61,59,20,78,63,20,6,6,6,6,6,71,199,26,12/25/90,2,Towson State,990000,0,Right,7442
Golden,Robert,FS,-,70,87,89,72,83,72,58,65,21,22,17,19,45,45,68,89,70,92,88,75,56,66,65,49,65,72,55,45,45,45,45,63,51,63,79,72,57,68,35,30,15,66,75,25,6,6,6,6,6,71,202,26,9/13/90,5,Arizona,3200000,1250000,Right,5822
Stafford,Daimion,SS,-,70,86,87,75,82,66,59,60,21,23,19,22,45,45,74,83,55,92,85,82,53,40,49,38,54,52,59,45,45,45,45,58,53,65,79,66,61,70,48,45,20,80,72,25,6,6,6,6,6,73,218,26,2/18/91,4,Nebraska,775000,0,Right,6900
Sutton,Cameron,CB,-,70,88,90,69,92,62,69,62,24,19,22,18,45,45,58,82,83,88,93,79,31,73,75,33,68,86,49,45,45,45,45,29,36,48,69,62,81,72,62,64,26,59,68,20,6,6,6,6,6,71,188,22,2/27/95,0,Tennessee,3241000,730000,Right,8738
Grimble,Xavier,TE,-,69,75,83,67,69,63,76,70,13,12,15,19,75,56,45,78,10,90,82,65,72,55,74,70,65,66,63,67,72,62,62,10,10,52,40,13,26,23,71,78,58,15,10,62,15,10,5,5,10,76,261,24,9/2/92,3,USC,540000,0,Right,7480
Johnson,Steven,MLB,-,69,81,87,66,72,72,52,55,25,25,20,20,45,45,82,88,10,85,87,84,40,20,35,35,15,20,77,45,45,45,45,64,49,71,83,72,61,74,15,15,15,74,45,12,6,6,6,6,6,73,237,29,3/28/88,5,Kansas,725000,0,Right,5275
McCullers,Daniel,DT,-,69,62,73,88,49,73,30,40,25,18,23,17,45,45,81,62,10,88,66,78,20,10,10,25,10,10,84,45,45,45,45,78,53,73,72,73,20,25,15,15,15,68,10,15,6,6,6,6,6,79,352,25,8/11/92,3,Tennessee,2280000,80000,Right,6518
Hamilton,Cobi,WR,-,68,87,87,52,86,66,80,71,39,35,20,20,60,50,35,78,65,93,91,73,45,85,81,57,76,84,50,49,47,45,44,10,10,38,35,25,20,25,83,77,72,12,15,64,26,22,24,24,22,74,201,26,11/13/90,4,Arkansas,540000,0,Right,5845
Chickillo,Anthony,LOLB,-,66,79,86,79,72,62,49,55,25,35,32,29,45,45,76,84,10,92,85,85,55,32,41,35,39,35,69,45,45,45,45,74,45,75,81,62,65,70,15,15,10,72,50,20,6,6,6,6,6,75,255,24,12/10/92,2,Miami,625000,0,Right,7044
Feiler,Matt,LT,-,66,60,75,94,51,52,51,49,27,16,24,18,77,72,57,66,10,87,83,81,44,24,18,40,20,29,81,68,73,74,82,57,33,52,41,31,11,11,40,48,38,61,10,47,5,5,5,5,5,78,330,25,7/7/92,2,Bloomsburg,465000,0,Right,8323
Fort,L.J.,MLB,-,66,82,89,74,76,65,64,65,13,35,20,11,45,45,84,88,10,92,83,75,25,10,29,29,35,56,67,45,45,45,45,67,55,67,79,65,69,73,40,40,20,77,56,15,6,6,6,6,6,72,232,27,1/3/90,4,Northern Iowa,615000,0,Right,6245
Hawkins,Jerald,LG,-,66,65,75,81,70,58,25,29,10,8,8,7,78,76,26,55,10,89,86,91,37,18,25,21,11,13,72,87,79,83,70,10,10,17,21,24,16,12,12,10,10,22,10,12,6,6,6,6,6,78,305,23,10/16/93,1,LSU,2820000,530000,Right,8040
Jones,Landry,QB,-,66,68,82,67,54,58,35,63,91,75,19,17,25,15,30,74,10,90,93,82,40,20,54,48,50,48,20,30,30,25,25,10,10,20,41,18,14,12,12,15,10,12,10,12,82,77,72,63,75,76,225,28,4/4/89,4,Oklahoma,3100000,600000,Right,6263
Toussaint,Fitzgerald,HB,-,66,88,89,71,88,63,60,89,29,25,32,30,48,50,36,92,75,87,91,88,78,54,79,53,49,74,46,40,35,39,44,31,24,37,39,28,15,24,44,51,50,20,30,43,25,20,18,15,15,69,204,27,5/4/90,3,Michigan,690000,0,Right,7831
Allen,Brian,CB,SLOW,65,91,93,70,93,51,66,59,38,34,22,17,45,45,50,83,40,90,87,75,27,60,67,39,65,71,47,45,45,45,45,28,37,49,68,51,76,70,69,64,26,68,82,20,6,6,6,6,6,75,215,23,10/21/93,0,Utah,2586000,230000,Right,8467
Mihalik,Brian,RT,-,65,75,83,82,68,59,45,52,25,25,20,20,73,71,74,84,10,87,74,85,25,14,22,45,15,24,68,45,45,45,45,72,40,73,66,55,15,20,15,15,15,75,30,10,6,6,6,6,6,81,302,25,8/21/92,2,Boston College,1170000,0,Right,7762
Rodgers,Jake,LT,-,65,64,80,78,48,51,35,44,25,25,20,20,72,79,35,80,10,79,76,82,17,10,10,10,10,10,76,71,74,75,83,15,10,15,22,15,12,15,12,10,10,34,10,12,6,6,6,6,6,78,320,25,7/17/92,2,Eastern Wash.,465000,0,Right,7801
Adams,Keion,ROLB,-,64,82,88,83,82,51,47,42,35,32,30,30,45,45,76,86,10,92,84,82,38,32,40,46,23,30,76,45,45,45,45,63,77,76,83,51,40,51,28,33,18,74,31,12,6,6,6,6,6,74,245,22,6/8/95,0,W. Michigan,2421000,60000,Right,0
Johnson,David,TE,STAR,64,78,87,80,76,73,63,68,25,30,15,15,58,69,48,76,8,92,84,88,69,55,58,65,69,66,69,74,68,65,58,10,10,48,39,21,10,24,50,62,57,12,10,75,15,10,6,6,10,74,260,30,8/26/87,8,Arkansas St.,1815000,230000,Right,7189
Matakevich,Tyler,MLB,-,64,79,86,78,84,54,68,65,20,19,14,15,28,20,83,80,10,91,90,93,40,45,53,37,35,44,74,45,45,45,45,62,62,81,81,54,60,72,40,49,20,78,55,25,6,6,6,6,6,73,235,24,12/22/92,1,Temple,2400000,60000,Right,8131
Milton,Keavon,RT,-,64,71,84,71,79,53,72,70,25,25,35,31,76,74,57,76,10,92,81,67,73,59,68,71,66,65,75,72,75,70,73,65,52,55,70,39,25,35,71,75,60,62,10,78,15,10,6,6,10,76,320,27,6/23/90,4,UL Monroe,1320000,0,Right,6697
Shepherd,JaCorey,CB,-,64,88,89,69,89,51,70,65,25,24,21,21,45,45,42,83,77,84,88,69,33,72,74,29,65,75,45,45,45,45,45,29,32,31,66,51,79,76,78,55,29,33,67,45,6,6,6,6,6,71,199,25,1/1/92,2,Kansas,540000,0,Right,7319
Ayers,DeMarcus,WR,-,62,85,89,54,91,53,82,69,38,28,26,28,46,40,27,85,82,91,90,85,31,77,80,32,83,84,45,42,45,44,42,10,10,35,40,20,11,20,86,76,59,12,19,57,29,26,19,10,24,69,190,23,5/1/94,1,Houston,540000,0,Right,7884
Cooper,Ethan,RG,-,62,60,76,88,58,47,24,20,30,30,25,25,76,72,33,63,10,86,81,86,37,14,18,33,11,17,82,95,91,89,82,20,10,30,27,15,12,15,15,17,15,37,10,15,6,6,6,6,6,74,322,22,6/11/95,0,IUP,1665000,0,Right,8517
Friend,Kyle,C,-,62,69,84,96,68,43,32,38,24,21,20,20,74,76,35,70,9,89,81,89,20,14,13,15,10,11,72,80,78,77,76,12,13,26,31,19,12,14,14,14,13,22,8,15,6,6,6,6,6,74,305,23,4/3/94,1,Temple,465000,0,Right,8010
McGee,Jake,TE,-,62,81,86,74,80,58,80,69,68,29,21,19,59,53,42,70,18,78,84,80,65,49,62,59,58,61,62,62,61,57,57,17,17,46,43,58,14,21,71,70,52,27,17,40,37,37,37,30,25,77,250,25,9/19/91,1,Florida,465000,0,Right,8140
Kallon,Francis,RE,-,61,72,84,79,74,48,27,22,21,14,12,11,45,45,77,76,10,87,84,82,35,22,24,37,19,24,81,45,45,45,45,76,63,78,69,48,37,45,12,17,14,75,22,12,6,6,6,6,6,77,295,23,2/2/94,0,Georgia Tech,1665000,0,Right,0
Maxey,Johnny,DT,-,61,71,72,81,70,48,33,41,23,21,17,17,44,44,83,67,9,88,85,80,29,15,18,25,17,16,78,46,45,44,45,73,65,75,75,48,18,26,16,14,13,78,13,15,6,6,6,6,6,77,283,23,4/1/94,1,Mars Hill,465000,0,Right,8378
Tucker,Marcus,WR,-,61,87,87,59,86,40,75,63,35,31,23,22,45,36,31,82,65,87,88,76,51,76,79,54,78,80,45,44,44,36,34,11,11,39,37,21,16,24,73,74,70,15,16,70,10,10,10,10,10,70,190,24,4/1/93,1,Northern Michigan,690000,0,Right,8440
Walton,L.T.,RE,-,61,64,80,85,59,68,36,45,26,21,25,25,72,60,77,76,10,91,75,76,29,25,15,35,10,10,78,75,69,65,58,74,46,73,75,68,15,25,15,15,10,75,15,15,6,6,6,6,6,77,305,25,3/31/92,2,Central Michigan,1800000,240000,Right,7366
Hooks,Lavon,LE,-,60,63,76,73,71,56,32,45,19,21,25,25,45,45,81,67,10,88,80,80,41,11,28,25,21,20,80,45,45,45,45,71,60,79,78,56,20,25,15,15,11,78,10,25,6,6,6,6,6,75,312,25,1/23/92,1,Ole Miss,525000,0,Right,8346
Kelsey Jr,Keith,MLB,-,60,77,84,73,78,52,57,52,24,25,19,14,45,45,83,77,10,93,89,87,34,39,43,39,24,37,74,45,45,45,45,69,58,75,80,52,55,64,42,46,22,84,38,19,6,6,6,6,6,72,233,22,3/17/95,0,Louisville,1665000,0,Right,8619
Holba,Colin,TE,-,47,69,84,69,65,59,59,67,25,25,19,26,48,60,57,73,10,94,78,79,41,33,49,37,40,46,64,57,63,56,61,35,40,56,61,27,23,30,54,61,48,52,15,41,10,10,10,10,10,76,248,23,7/8/94,0,Louisville,2484000,120000,Right,8588
Canaday,Kameron,TE,-,42,67,78,69,61,52,55,60,11,15,15,15,47,75,46,79,6,92,84,80,55,30,45,50,40,42,76,75,69,67,64,10,10,45,50,52,15,29,35,45,40,49,25,60,15,10,6,6,10,76,245,24,8/20/93,1,Portland St.,540000,0,Right,7936
Watt,J.J.,LE,STAR,98,78,83,97,75,88,78,67,20,19,10,10,45,45,93,87,10,85,95,98,60,32,55,49,33,35,94,45,45,45,45,96,90,93,95,88,28,51,71,70,54,87,15,62,6,6,6,6,6,77,295,28,3/22/89,6,Wisconsin,112000000,10000000,Right,4499
Hopkins,DeAndre,WR,-,91,92,93,66,92,90,92,81,35,30,20,20,64,44,42,93,72,94,93,90,54,78,89,72,77,89,49,44,41,42,40,30,32,45,30,35,32,35,97,94,91,35,40,93,15,10,10,15,15,73,215,25,6/6/92,4,Clemson,9000000,980000,Right,5873
Mercilus,Whitney,ROLB,QUICK,87,82,89,75,74,87,45,49,20,30,25,15,45,45,87,83,10,95,86,72,35,25,22,45,49,44,85,45,45,45,45,90,76,82,86,87,51,61,25,15,15,85,30,15,6,6,6,6,6,76,265,27,7/21/90,5,Illinois,30400000,5250000,Right,5361
Brown,Duane,LT,-,86,65,77,90,64,92,66,35,26,26,25,25,85,86,50,64,10,93,89,84,40,30,30,55,15,15,86,95,93,97,96,50,35,30,27,20,15,20,40,45,48,30,15,25,6,6,6,6,6,76,315,32,8/30/85,9,Virginia Tech,31000000,2500000,Right,546
Clowney,Jadeveon,LOLB,QUICK,86,87,89,79,87,84,44,59,35,33,21,20,45,45,83,89,10,79,84,79,54,42,55,60,50,55,92,45,45,45,45,87,75,87,90,84,50,60,44,40,15,86,35,15,6,6,6,6,6,77,270,24,2/14/93,3,South Carolina,14536000,3620000,Right,6380
Miller,Lamar,HB,-,85,92,92,68,95,85,66,87,35,33,19,15,35,68,40,89,74,87,90,75,72,87,88,75,82,91,44,49,49,52,38,10,10,35,33,12,15,25,63,63,67,20,20,65,35,25,15,15,15,70,220,26,4/25/91,5,Miami,23000000,4000000,Right,5363
Joseph,Johnathan,CB,-,83,89,88,54,88,87,74,60,27,40,10,11,45,45,59,92,64,86,96,68,25,42,60,15,73,85,56,45,45,45,45,20,41,52,76,87,84,78,60,40,30,43,74,15,6,6,6,6,6,71,185,33,4/16/84,11,South Carolina,19500000,4500000,Right,1742
McKinney,Benardrick,MLB,QUICK,82,84,88,69,80,85,52,54,25,25,20,20,45,45,90,90,10,94,84,78,50,25,29,47,25,30,86,45,45,45,45,62,49,80,85,85,69,79,15,15,15,88,42,12,6,6,6,6,6,76,260,24,11/19/92,2,Mississippi St.,4800000,2000000,Right,7239
Fiedorowicz,C.J.,TE,-,81,81,87,80,73,80,84,76,35,30,20,20,65,71,33,83,30,96,90,81,70,45,64,69,60,64,67,70,68,64,66,10,10,54,42,25,15,25,79,82,77,12,10,81,15,10,6,6,10,77,265,25,10/22/91,3,Iowa,3000000,800000,Right,6414
Prosch,Jay,FB,-,81,81,84,85,69,75,61,77,35,32,19,19,72,59,55,79,45,95,85,92,75,47,74,73,65,67,80,78,74,72,68,30,35,33,48,20,15,20,63,64,54,65,20,72,20,15,10,10,10,73,255,25,8/21/92,3,Auburn,2300000,80000,Right,7286
Johnson,Kevin,CB,QUICK,80,88,89,63,92,78,70,55,25,25,15,15,45,45,64,92,60,89,92,82,31,64,70,25,60,70,53,45,45,45,45,35,40,47,78,78,85,78,55,45,20,64,77,12,6,6,6,6,6,72,185,25,8/5/92,2,Wake Forest,8800000,4800000,Right,7192
Lechler,Shane,P,-,80,60,62,33,51,69,28,40,57,50,88,86,22,25,18,31,10,85,94,60,10,19,10,10,10,10,22,22,22,25,25,10,10,18,14,25,10,23,15,15,15,12,10,15,30,30,25,20,20,74,230,41,8/7/76,17,Texas AM,1500000,500000,Right,1859
Novak,Nick,K,-,79,63,64,33,59,64,12,40,29,12,90,88,24,16,33,30,6,92,88,45,29,32,10,10,10,10,10,10,10,10,10,10,10,10,10,6,12,12,12,10,10,12,10,12,37,33,27,10,8,72,200,36,8/21/81,11,Maryland,900000,250000,Right,4810
Cushing,Brian,MLB,-,78,81,90,82,86,85,67,60,28,40,25,25,45,45,82,71,11,94,96,78,44,65,52,65,55,70,86,45,45,45,45,58,46,68,82,85,71,79,25,20,15,88,63,25,6,6,6,6,6,75,255,30,1/24/87,8,USC,58600000,9000000,Right,866
Jackson,Kareem,CB,-,78,89,89,60,82,83,77,50,22,35,5,6,40,40,62,81,44,90,85,67,20,37,70,10,70,80,52,45,45,45,45,50,39,48,73,83,73,82,59,39,25,55,84,10,1,1,1,1,1,70,185,29,4/10/88,6,Alabama,36000000,9000000,Right,1611
Mancz,Greg,C,-,78,70,78,87,59,78,24,22,15,21,21,22,77,86,25,74,10,90,86,84,15,10,10,10,10,10,83,69,72,75,81,10,10,18,23,14,20,19,15,15,10,24,10,15,6,6,6,6,6,76,310,25,4/23/92,2,Toledo,1581000,10000,Right,7539
Newton,Derek,RT,-,78,69,81,87,68,84,27,40,11,6,15,12,81,72,32,56,10,84,74,92,10,21,10,10,10,10,76,73,75,74,81,10,10,25,30,28,12,13,15,15,15,20,10,15,6,6,6,6,6,78,315,29,11/16/87,6,Arkansas St.,6000000,2250000,Right,4440
Gilchrist,Marcus,SS,-,77,88,89,52,91,77,73,60,40,40,25,25,45,45,79,92,72,90,95,82,30,74,76,30,77,75,64,45,45,45,45,40,50,68,83,77,73,78,45,35,32,55,64,40,6,6,6,6,6,70,198,28,12/8/88,6,Clemson,1200000,800000,Right,4370
Fuller V,Will,WR,-,76,95,93,58,92,78,77,75,35,31,23,22,62,37,28,86,75,86,90,78,40,82,85,46,76,84,45,24,24,26,24,11,11,21,23,21,16,24,83,79,77,15,16,76,15,10,6,6,10,72,180,23,4/16/94,1,Notre Dame,10100000,5600000,Right,8014
Watson,Deshaun,QB,-,76,84,88,61,87,73,38,65,88,87,25,25,32,23,34,81,10,89,97,87,49,80,88,54,75,86,42,40,30,30,20,10,10,22,34,19,15,20,32,34,27,22,10,25,84,79,77,82,84,74,221,21,9/14/95,0,Clemson,13916000,8260000,Right,8769
Blue,Alfred,HB,-,75,87,91,67,79,78,64,85,30,30,25,25,40,49,29,81,72,79,84,78,84,66,84,84,76,80,52,49,49,45,44,10,10,11,40,20,15,20,66,72,64,20,20,64,30,25,20,15,15,74,222,26,4/27/91,3,LSU,2320000,100000,Right,6347
Moore,Sio,MLB,-,75,84,87,74,82,75,64,55,33,40,20,21,45,45,84,91,10,89,92,82,55,45,44,25,45,35,78,45,45,45,45,65,54,82,86,75,56,63,35,33,15,82,60,30,6,6,6,6,6,73,240,27,5/2/90,4,Connecticut,775000,0,Right,5991
Hal,Andre,FS,-,74,92,90,55,86,78,71,65,30,30,18,19,45,45,58,87,40,94,89,65,30,72,65,35,69,75,61,45,45,45,45,30,35,63,82,78,71,73,64,40,20,45,70,32,6,6,6,6,6,70,195,25,5/30/92,3,Vanderbilt,2280000,80000,Right,6439
Martin,Nick,C,-,74,65,79,85,59,74,26,36,27,22,25,25,81,79,33,76,10,85,89,84,27,12,10,29,10,10,78,95,98,84,89,10,10,20,30,15,12,15,15,15,15,47,10,15,6,6,6,6,6,76,300,24,7/28/93,1,Notre Dame,4770000,1670000,Right,8129
Pleasant,Eddie,SS,-,74,87,88,76,78,74,59,65,25,25,25,21,45,45,73,84,25,94,88,86,55,47,56,52,65,66,63,45,45,45,45,52,64,67,59,74,74,78,44,33,33,80,64,12,6,6,6,6,6,70,200,28,12/17/88,5,Oregon,1850000,310000,Right,5416
Miller,Braxton,WR,-,73,91,92,68,94,63,82,66,83,68,23,22,51,44,39,88,72,85,91,79,46,88,84,43,91,88,41,24,24,26,26,11,11,22,47,21,16,24,82,78,71,15,16,76,77,71,68,70,79,73,205,24,11/30/92,1,Ohio State,3160000,700000,Right,8147
Strong,Jaelen,WR,-,73,91,90,72,82,58,86,68,35,28,22,20,63,45,32,93,70,86,88,73,72,59,76,70,76,72,61,61,60,47,45,10,10,35,35,26,15,25,87,87,68,15,10,87,30,25,15,15,25,74,205,23,1/25/94,2,Arizona St.,3000000,1000000,Right,7341
Allen,Jeff,RG,-,72,65,78,87,66,70,45,40,30,30,25,25,70,83,33,73,10,85,79,74,15,10,10,15,10,10,82,81,87,75,79,10,10,15,23,10,12,12,12,10,10,12,10,12,6,6,6,6,6,76,306,27,1/8/90,5,Illinois,20000000,5000000,Right,5020
Clark,Chris,RT,-,72,59,64,86,54,83,25,35,23,14,17,18,75,71,33,44,10,88,72,71,10,20,10,10,10,10,72,85,79,85,88,10,10,23,28,13,12,29,12,10,10,12,10,12,6,6,6,6,6,77,305,31,10/1/85,8,Southern Miss,4300000,1000000,Right,4600
Griffin,Ryan,TE,-,72,75,85,70,81,71,80,72,30,30,33,35,61,60,50,82,30,92,86,73,65,46,71,59,65,67,65,67,64,55,54,30,20,54,29,15,12,15,75,73,68,20,10,84,15,10,6,6,10,78,265,27,1/11/90,4,Connecticut,5375000,2620000,Right,6958
Savage,Tom,QB,-,72,74,83,64,62,68,25,64,93,73,15,18,18,12,19,68,10,90,90,76,48,39,60,42,48,52,18,18,18,12,12,10,10,19,12,25,13,19,15,15,15,12,10,15,82,76,74,72,77,76,230,27,4/26/90,3,Pittsburgh,2520000,300000,Right,6578
Ellington,Bruce,WR,-,71,91,88,56,94,63,84,68,35,35,30,30,40,40,25,90,86,87,94,86,46,88,84,45,84,87,44,44,42,42,40,10,10,33,35,20,13,25,71,83,74,12,18,59,25,20,15,10,15,69,197,26,8/22/91,3,South Carolina,690000,0,Right,6403
Fairbairn,Ka'imi,K,-,71,74,71,39,64,48,37,45,39,40,88,86,20,15,35,69,10,83,89,65,10,25,15,10,10,10,17,17,17,15,15,10,10,13,22,21,14,20,25,20,15,17,10,15,35,30,25,20,20,72,190,23,1/29/94,1,UCLA,1620000,0,Right,8000
Foreman,D'Onta,HB,-,71,90,88,81,86,70,57,81,27,34,19,17,42,49,36,80,68,87,93,80,81,74,77,84,71,78,50,54,55,63,62,17,11,32,38,39,20,31,46,48,51,38,27,38,18,14,10,10,23,73,233,21,4/24/96,0,Texas,3382000,760000,Right,8554
Su'a-Filo,Xavier,LG,-,71,71,82,85,68,74,35,40,19,24,17,35,72,75,31,68,10,94,89,76,16,11,19,25,10,10,81,78,82,84,82,10,10,25,34,21,13,18,15,15,15,35,10,15,6,6,6,6,6,76,320,26,1/1/91,3,UCLA,5200000,2400000,Right,6603
Covington,Christian,RE,-,70,76,86,78,65,73,44,40,10,11,15,14,45,45,75,80,10,76,80,75,10,14,10,10,10,10,79,45,45,45,45,77,58,77,77,73,16,25,12,10,10,72,10,12,6,6,6,6,6,74,305,23,10/16/93,2,Rice,1800000,200000,Right,7438
Cunningham,Zach,MLB,-,70,83,89,77,87,67,59,51,25,25,20,20,45,45,82,84,10,91,91,87,43,37,44,48,24,37,63,45,45,45,45,48,62,77,85,67,71,68,36,31,15,78,42,25,6,6,6,6,6,75,234,22,12/12/94,0,Vanderbilt,4482000,1390000,Right,8519
